ID,Sentence
1,ଏକ ମଇଁଷି କାଦୁଅରେ ଖେଳୁଛି |
2,ଏକ ଷଣ୍ଢ ଶଗଡ଼ ଗାଡିକୁ ଧକ୍କା ଦେଲା |
3,ଥଣ୍ଡା ପବନ ପ୍ରବାହିତ ହେଉଥିଲା
4,ଏକ ମୃତ ପଶୁ ନଦୀରେ ଭାସୁଛି
5,ଝଡଏକ ଧୂଳିଝଡ ଆସୁଛି
6,ଜଙ୍ଗଲରେ ନିଆଁ ଲାଗିଯାଇଥିଲା
7,ଗତକାଲି ରାତିରେ ଜଣେ ଝିଅର ହତ୍ୟାଘଟିଥିଲା
8,ସେଠାରେ ଏକ ଲମ୍ବା ବାଉଁଶ ବାଡି ପଡ଼ିଥିଲା |
9,ଏହି ଦୁର୍ଘଟଣାରେ ବହୁ ରକ୍ତ ନଷ୍ଟ ହୋଇଯାଇଛି
10,ବହୁ ଖାଦ୍ୟ ନଷ୍ଟ ହେଲା |
11,ଜଣେ ବ୍ୟକ୍ତି ଅଗ୍ନି କାଠ ସଂଗ୍ରହ କରୁଥିଲେ
12,ଏକ କଇଁଛ ବହୁ ବର୍ଷ ବଞ୍ଚେ |
13,ଏକ ଟ୍ରେନ୍ ଶଗଡ଼ ଗାଡିକୁ ଧକ୍କା ଦେଇଛି
14,ସହରରୁ ଫେରିବା ପରେ ମୁଁ ଶୋଇବାକୁ ଗଲି |
15,ଅଜିତ ଜଙ୍ଗଲରେ ବୁଲିବାକୁ ପସନ୍ଦ କରନ୍ତି
16,ଅଜିତଙ୍କୁ ଏକ ବୋମା ଦ୍ୱାରା ହତ୍ୟା କରାଯାଇଥିଲା
17,ସମସ୍ତ ପକ୍ଷୀ ସେମାନଙ୍କର ନିଜର ସନ୍ତାନମାନଙ୍କୁ ଖାଇବାକୁ ଦିଅନ୍ତି |
18,ସବୁ ଫସଲ ଧୂଳିଝଡରେ ନଷ୍ଟ ହୋଇଯାଇଥିଲା
19,ସବୁ ପିଲାମାନେ ମିଠା ଚାହାଁନ୍ତି |
20,ବର୍ଷାରେ ମୋର ସମସ୍ତ ପୋଷାକ ଓଦା ହୋଇଗଲା |
21,ମୋର ସମସ୍ତ ଜିନିଷ ଅଗ୍ନିରେ ଜଳିଗଲା
22,ସମସ୍ତ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ କାଗଜପତ୍ର ନିଆଁରେ ଜଳିଗଲା
23,ପ୍ରାୟ ସମସ୍ତ ପତ୍ର ଝଡ଼ିଯାଇଛି
24,ପଶୁ ବିପଦ ଅନୁଭବ କରିପାରନ୍ତି |
25,ଯୋଗାଯୋଗ କରିବାକୁ ପଶୁମାନଙ୍କର ନିଜସ୍ୱ ଭାଷା ଅଛି |
26,ପଶୁମାନେ ନିଆଁକୁ ଭୟ କରନ୍ତି
27,ମୋର ପୋଷାକ ସବୁ ଶୁଖିଯାଇଛି କି?
28,ମୋର କାନ ଲାଲ କି?
29,ଥଣ୍ଡା ହେତୁ ମୁଁ ବାହାରେ ରହିପାରିବି ନାହିଁ |
30,ଥଣ୍ଡା ହେତୁ ଲେଖା ମୋ ଦ୍ୱାରା ହୋଇପାରିବ ନାହିଁ |
31,"ତାଙ୍କର ଫେରିବାଯୋଗୁ , ତାଙ୍କ ମା ବଂଚି ଯାଇ ପାରନ୍ତି"
32,କାରଣ ସେମାନେ ଅଧ୍ୟୟନ କରିନଥିଲେ ସେମାନେ ପରୀକ୍ଷାରେ ବିଫଳ ହୋଇଥିଲେ |
33,ମହୁମାଛି ମହୁ ପାଇଁ ଫୁଲ ଶୋଷିଥାଏ |
34,ମୁଁ ତାଙ୍କ ଘରକୁ ଯିବା ପୂର୍ବରୁ ମୁଁ ମୋର ପୋଷାକ ବଦଳାଇଲି |
35,ରୀତିନୀତି କରିବା ପୂର୍ବରୁ ମୁଖିଆ ଏକ ବଡ ବୃତ ଅଙ୍କନ କଲେ |
36,ଖେଳ ଆରମ୍ଭ କରିବା ପୂର୍ବରୁ ବାଳକ ଏକ ବଡ ବୃତ୍ତ ଅଙ୍କନ କଲା |
37,ବଡ ଭାଇମାନଙ୍କର ସମସ୍ତ ଦାୟିତ୍ୱ ଅଛି
38,ପକ୍ଷୀମାନେ ବସାରେ ଅଣ୍ଡା ଦିଅନ୍ତି
39,ପକ୍ଷୀମାନେ ଆକାଶରେ ଉଡୁଛନ୍ତି
40,କଳା କେଶ ଭଲ କେଶ ରଙ୍ଗ ବୋଲି ବିଶ୍ୱାସ କରାଯାଏ |
41,ଏକ ହାଣ୍ଡିରେ ପାଣି ଫୁଟାନ୍ତୁ
42,ବମ୍ବେର ପାଗ ଆର୍ଦ୍ର କିନ୍ତୁ ଦିଲ୍ଲୀର ପାଗ ଶୁଖିଲା |
43,ବହିଗୁଡ଼ିକ ବାକ୍ସର ତଳେ ରଖାଯାଏ |
44,ତୁମେ ମିଠା ଆମ୍ବସବୁ ଆଣ |
45,ପୋଛିହେବI ପାଇଁ ମୋତେ ଏକ ଶୁଖିଲା କପଡା ଦିଅ |
46,ଏଠାକୁ ପନିପରିବା ଆଣ
47,ପଚିଶ ଟଙ୍କାର ଚିନି କିଣ |
48,ବଡ ଭାଇ ଘରକୁ ଆସିବା ବେଳକୁ ତାଙ୍କ ସାଙ୍ଗ ଚାଲି ଯାଇଥିଲେ
49,ଚା ପିଉଥିବା ପିଲାକୁ ଡାକ |
50,କାଚ ଭାଙ୍ଗିଥିବା ପିଲାକୁ ଡାକ |
51,ଯେଉଁ ବାଳକଟି ପହରିଦିନ ଗ୍ଲାସ ଭାଙ୍ଗିଥିଲା ତାକୁ ଡାକ |
52,ଏକ ଶିଶୁ ଏହି ଓଜନ ଉଠାଇ ପାରିବ କି?
53,ମୁଁ ଶିଶୁକୁ ଧରି ପାରିବି କି?
54,ଆମେ ଏଥିରେ ପହଁରି ପାରିବା କି?
55,ତୁମେ ମୋ ନିକଟତର ହୋଇପାରିବ କି?
56,ଯନ୍ତା ଭିତରେ ଥିବା କୁକୁଡ଼ା ମାନଙ୍କୁ ଗଣି ପାରିବ କି ?
57,ଆପଣ କିଛି କାଠ କାଟି ପାରିବେ କି?
58,ତମେ ମୋପାଇଁ ଗୋଟିଏ ଖେଳନା ଆଣିପାରିବ କି ?
59,ତୁମେ ମୋ କଥା ଶୁଣି ପାରିବ କି?
60,ଆପଣ କିଛି ସମୟ ପାଇଁ ବ୍ୟାଗ୍ ଧରି ପାରିବେ କି?
61,ଆପଣ ଏହି କାଠ ପଟାକୁ ଉଠାଇ ପାରିବେ କି?
62,ଆପଣ ଆକାଶକୁ ଦେଖି ପାଣିପାଗକୁ କହିପାରିବେ କି?
63,ମୁଖ୍ୟ ଘଟଣାର ମୂଳ କାରଣ ଜାଣିବାକୁ ଚାହୁଁଥିଲେ
64,ମାଆଙ୍କ ଅଭିବ୍ୟକ୍ତିରେ ପିଲା ହସିଲେ |
65,ପିଲାଟି ତାର ଛୋଟ ଆଙ୍ଗୁଳିରେ ମୋର ଚଉଡା ପାପୁଲିକୁ ଖୁଞ୍ଚିଲା |
66,ପିଲାମାନେ ଖେଳରେ ଲମ୍ବା ଲମ୍ଫ ଦେଉଥିଲେ |
67,ପୋଷାକ ବାକ୍ସର ଉପରେ ରଖାଯାଏ |
68,ଭିତରକୁ ଆସ ଏବଂ ବସ |
69,ଏକରୁ ଦଶ ପର୍ଯ୍ୟନ୍ତ ଗଣନା କର
70,ଟଙ୍କା ଗଣନା କର |
71,ଗାଈମାନଙ୍କର ସଂଖ୍ୟା ଗଣନା କର |
72,କାଉମାନେ କଳା ରଙ୍ଗର |
73,କ୍ଷୀରରୁ ଦହି ତିଆରି ହୋଇଥାଏ |
74,ମାଂସକୁ ପତଳା କରି କାଟି ଦିଅନ୍ତୁ |
75,ସେ ଯାହା ଚାହୁଁଥିଲେ ତାହା କହିଥିଲେ କି?
76,ତୁମେ କେବେ ଶିକାର କରିଛ କି?
77,ତୁମେ ମସିଣା ଉପରେ ଶୋଇଛ କି?
78,ତୁମେ ହଜିଯାଇଥିବା କୁକୁଡ଼ାକୁ ଖୋଜିଲ କି?
79,ଆଜି ଆପଣ ଡାକ୍ତରଙ୍କୁ ଦେଖିଛନ୍ତି କି?
80,ଆଜି ଆପଣ ଖବରକାଗଜ ଦେଖିଛନ୍ତି କି?
81,ତୁମେ ଠିକ୍ ଶୋଇଛ କି?
82,ତୁମେ ଭଲରେ ଶୋଇଲ କି?
83,ଅଧିକ ଲୁଣ ମିଶାନ୍ତୁ ନାହିଁ |
84,ମୋ ପଛେ ପଛେ ଆସ ନାହିଁ
85,ଭିତରକୁ ଆସ ନାହିଁ |
86,ଷଣ୍ଢ ନିକଟକୁ ଆସ ନାହିଁ |
87,ମୋ ନିକଟକୁ ଆସ ନାହିଁ
88,ନିଜର ସାଙ୍ଗମାନଙ୍କ ସହିତ ଗଣ୍ଡଗୋଳ କରନ୍ତୁ ନାହିଁ |
89,ତାହା ନିକଟକୁ ଯାଅ ନାହିଁ |
90,ନିଆଁ ପାଖକୁ ଯାଅ ନାହିଁ
91,ଅଧିକ ଦୂରକୁ ଯାଅ ନାହିଁ |
92,କେବଳ ସେଠାରେ ଠିଆ ହୁଅନ୍ତୁ ନାହିଁ |
93,ମୋତେ ଦେଖି ହସ ନାହିଁ
94,ଅନ୍ୟମାନଙ୍କୁ ତୁମ ବିଷୟରେ ଚିନ୍ତା କରିବାକୁ ଦିଅ ନାହିଁ |
95,ମୋତେ ଠେଲ ନାହିଁ |
96,ମୋତେ ଜୋରରେ ଠେଲନ୍ତୁ ନାହିଁ
97,ସେହି ବେଞ୍ଚରେ ବସନ୍ତୁ ନାହିଁ |
98,ମୋ ପାଖରେ ଠିଆ ହୁଅ ନାହିଁ |
99,ନଦୀରେ ପହଁରନ୍ତୁ ନାହିଁ |
100,ରୁକ୍ଷ୍ୟ ଭାଷାରେ କୁହ ନାହିଁ
101,ଏଠାରେ ଅଳିଆ ପକାନ୍ତୁ ନାହିଁ |
102,ପଥର ଫିଙ୍ଗନ୍ତୁ ନାହିଁ
103,ବହିର ପୃଷ୍ଠାଗୁଡ଼ିକୁ ବୁଲାନ୍ତୁ ନାହିଁ |
104,ନାଲି ରଙ୍ଗରେ ଲେଖନ୍ତୁ ନାହିଁ |
105,ଘରେ ଚାଉଳ ଅଛି କି?
106,ତୁମେ ପଶୁ ଶିକାର କରୁଛ କି?
107,ତୁମେ ତାଙ୍କୁ ଜାଣିଛ କି?
108,ଆପଣ ବସିବାକୁ ଚାହୁଁଛନ୍ତି କି?
109,ଆଣ୍ଠୁରେ ଆଘାତ ଲାଗିଥିବା ଡାକ୍ତର କହିଛନ୍ତି
110,କୁକୁର ଏକ ବିଶ୍ୱସ୍ତ ପଶୁ
111,କିଛି ପାଣି ପିଅନ୍ତୁ |
112,ଆଖିକୁ ପୋଛି ଦିଅନ୍ତୁ
113,ବହିଗୁଡ଼ିକରେ ଧୂଳି ଜମା ହୋଇଯାଇଥିଲା |
114,ଧୂଳି ମୋତେ ଅସୁସ୍ଥ କରେ |
115,ପ୍ରତ୍ୟେକ ପିଲା ମା’ଙ୍କଠାରୁ ପାଞ୍ଚଟି ମିଠା ପାଇଲେ |
116,ପୃଥିବୀ ଏକ ସୁନ୍ଦର ଗ୍ରହ |
117,"ମା ଝିଅ ପାଇଁ ରୋଷେଇ କରିବ, କିମ୍ବା ଝିଅ ମା ପାଇଁ ରୋଷେଇ କରିବ |"
118,ଗାଁର ପ୍ରତ୍ୟେକ ପିଲା ଶିନାଙ୍କୁ ପସନ୍ଦ କରୁଥିଲେ
119,ଗୋଟିଆ ବ୍ଯକ୍ତିର ଆଖିର ରଙ୍ଗ ଅନ୍ୟ ବ୍ୟକ୍ତି ଠାରୁ ଅଲଗା|
120,କୃଷକମାନେ ସେମାନଙ୍କ ଚାଷଜମିରୁ ଅନାବନା ଗଛ ଉପାଡୁଛନ୍ତି |
121,ବାପା ବଜାରରୁ ସମସ୍ତ ଘରୋଇ ସାମଗ୍ରୀ ଆଣିଥିଲେ |
122,ବାପା ବଜାରରୁ ପନିପରିବା ଆଣିଥିଲେ |
123,ବାପା କ୍ଷୀର ପିଇବାକୁ ପସନ୍ଦ କରନ୍ତି ନାହିଁ |
124,ବାପା ଚାକରଙ୍କ ଦ୍ୱାରା ଫିଙ୍ଗି ଦିଆଯାଇଥିବା ସମସ୍ତ କାଗଜପତ୍ର ପାଇଲେ |
125,ବାପା ମୋ ଦ୍ୱାରା ଫିଙ୍ଗାଯାଇଥିବା ସମସ୍ତ ବର୍ଜ୍ୟବସ୍ତୁ ପାଇଲେ |
126,ଖରାଦିନେ ବହୁତ କମ୍ ପକ୍ଷୀ ଦେଖିବାକୁ ମିଳେ |
127,ମାଛ ସମୁଦ୍ରରେ ବାସ କରନ୍ତି |
128,ସାଧାରଣତ ସକାଳେ ଫୁଲ ଫୁଟିଥାଏ |
129,ବଗିଚାରେ ଫୁଲ ଫୁଟୁଛି |
130,ଫୁଲଗୁଡ଼ିକ ରଙ୍ଗୀନ |
131,ଗତ ତିନିବର୍ଷ ଧରି ମୋହନ କ୍ଲାସରେ ଶୀର୍ଷରେ ରହିଥିଲେ
132,ଜଙ୍ଗଲ ଆଦିବାସୀମାନଙ୍କ ପାଇଁ ଘର ଅଟେ |
133,ଚାରିଜଣ ବାଳକ ଶିକାର କରିବାକୁ ଯାଇଥିଲେ
134,ଫଳ ଏବଂ ବାଦାମ ଉଭୟ ଅତ୍ୟନ୍ତ ପୁଷ୍ଟିକର |
135,ଫଳ ସ୍ୱାସ୍ଥ୍ୟ ପାଇଁ ଭଲ ଅଟେ |
136,ଫଳ ମଣିଷ ପାଇଁ ସ୍ଵାସ୍ଥ୍ୟକର ଅଟେ |
137,ଗଙ୍ଗାର ଜଳ ସବୁଠାରୁ ଶୁଦ୍ଧ ଅଟେ |
138,ସମସ୍ତ ଡାଳକୁ ଏକାଠି କରି ଏକତ୍ର ବାନ୍ଧ |
139,ଝିଅମାନେ ହାତରେ ହେନା ଲଗେଇବାକୁ ପସନ୍ଦ କରନ୍ତି |
140,ଝିଅମାନେ ନାକରେ ନାକ ପିନ୍ ପିନ୍ଧନ୍ତି |
141,ପ୍ରତ୍ୟେକ ପ୍ରକାରର ମିଠା ଠାରୁ ମୋତେ ଅଳ୍ପ ଦିଅ |
142,ମୋତେ ଏକ ଗ୍ଲାସ ପାଣି ଦିଅ |
143,ମୋତେ ପିଇବାକୁ ଗରମ ଚା ଦିଅ |
144,ମୋତେ ପ୍ରତ୍ୟେକ ମିଠାଠାରୁ ଅଳ୍ପ ଦିଅ |
145,ମୋତେ କିଛି ସୂଚନା ଦିଅ |
146,ମୋତେ କିଛି ଟଙ୍କା ଦିଅ |
147,ମୋ ଝିଅ ପାଇଁ ମୋତେ କିଛି ଟଙ୍କା ଦିଅ |
148,ମୋତେ ଚିଠି ଦିଅ |
149,ଗାଈ କୁ ଖାଇବାକୁ ଦିଅ
150,ତାଙ୍କୁ ଫୁଲ ଦିଅ |
151,ଯାଅ ଶିକାର କର
152,ଯାଅ ଏବଂ ଦେଖ |
153,କିଛି ସମୟ ଶୋଇବାକୁ ଯାଅ |
154,ହ୍ରଦକୁ ଡେଇଁ ଯାଅ |
155,ଗାଧୋଇବାକୁ ଯାଅ |
156,ଭଲ ପିତାମାତା ଭଲ ସନ୍ତାନ କରନ୍ତି |
157,ବର୍ଷା ଋତୁରେ ଘାସ ପ୍ରଚୁର ପରିମାଣରେ ବଢିଥାଏ
158,ଘାସ ସବୁଜ ରଙ୍ଗରେ |
159,ଘାସକୁ ସମୟ ସମୟରେ ଛେଦନ କରାଯିବା ଆବଶ୍ୟକ |
160,ହନୁମାନ ଲଙ୍କାକୁ ତାଙ୍କ ଲାଞ୍ଜରେ ପୋଡି ଦେଲେ |
161,ତମେ ଖାଇସରିଲାଣି?
162,ନିଜ ଭାଇଙ୍କୁ ପ୍ରତାରଣା କରି ସେ ଭଲ କରିନଥିଲେ
163,ତାଙ୍କ ଭୋଜନ ଖାଇ ବାପା ବୁଲିବାକୁ ବାହାରକୁ ଗଲେ
164,ସେ ତାଙ୍କୁ ଗୀତ ଗାଇବାକୁ କହିଥିଲେ
165,ଦୌଡ ଶେଷ ହେବା ପରେ ସେ ପ୍ରବଳ ନିଶ୍ୱାସ ନେଇଥିଲେ
166,ସେ ଧୂଳି ସବୁ ଝାଡି ଦେଲା
167,ସେ ବାରମ୍ବାର ଆସିଲେ |
168,ସେ ନଡ଼ିଆ ଗଛରେ ଚଢି ପାରନ୍ତି
169,ସେ ପହଁରି ପାରନ୍ତି ନାହିଁ |
170,ସେ ରାସ୍ତା ପାର ହେଲେ
171,ସେ ତାଙ୍କ ଆଙ୍ଗୁଠି କାଟିଲେ କିନ୍ତୁ ରକ୍ତସ୍ରାବ ହେଲା ନାହିଁ |
172,ସେ ନିଜ ଭାଇକୁ ପ୍ରତାରଣା କରି ଭଲ କରିନଥିଲେ
173,ସେ ମିଛ କୁହନ୍ତି ନାହିଁ
174,ସେ ଭୂମିରେ ଏକ ପତ୍ର ଆଙ୍କିଲେ
175,ସେ ନଦୀରେ ପଡ଼ିଗଲେ
176,ସେ ମୋତେ ବହୁତ ଭଲ ଉପଦେଶ ଦେଇଥିଲେ |
177,ସେ ମୋତେ ଲୁଣ ଦେଇଥିଲେ କିନ୍ତୁ ଚିନି ନୁହେଁ |
178,ସେ ବସି ଥକି ଯାଇଥିଲେ
179,ସେ ବସି ଥକିଗଲେ
180,ତାଙ୍କୁ ଅନ୍ଧାରର ଭୟ ଥିଲା
181,ତାଙ୍କର ଗୋଲାକାର ଚେହେରା ଅଛି |
182,ତାଙ୍କର ଦୁଇ ଭାଇଭଉଣୀ ଅଛନ୍ତି
183,ସେ ନିଜର ଦାଗକୁ ଭଲ ଭାବରେ ଲୁଚାନ୍ତି |
184,ସେ ମୋତେ ଆଘାତ କରି ଦୌଡ଼ି ପଳାଇଲେ
185,ସେ ଅଫିସରେ ଏକ ଉଚ୍ଚ ପଦବୀରେ ଅଛନ୍ତି
186,ସେ ଜଣେ ଭଲ ମଣିଷ
187,ସେ ବହୁତ ଶିକ୍ଷିତ ବ୍ୟକ୍ତି |
188,ସେ କୁମ୍ଭୀରକୁ ଭୟ କରନ୍ତି
189,ସେ ଅନେକ ବର୍ଷ ଧରି ଏହି କାମ କରୁଛନ୍ତି |
190,ସେ ତାଙ୍କ ପତ୍ନୀ ଉପରେ ନିର୍ଭରଶୀଳ |
191,ସେ ଲତାଙ୍କ ସ୍ୱାମୀ
192,ସେ ନିଜ ପୁଅକୁ ଗଛ କାଟିବାରେ ସାହାଯ୍ୟ କରୁଛନ୍ତି
193,ସେ ବାଲିରେ ଖେଳୁଛନ୍ତି |
194,ସେ ଛାଇରେ ଠିଆ ହୋଇଛନ୍ତି |
195,ସେ ଗାଁର ସବୁଠାରୁ ଧନୀ ବ୍ୟକ୍ତି
196,ସେ ଉଚ୍ଚ ଗଛରେ ଚଢିବା ପାଇଁ ଅଭ୍ୟସ୍ତ |
197,ସେ ପର୍ବତ ଆରୋହଣରେ ଅଭ୍ୟସ୍ତ |
198,ସେ ତାଙ୍କ ପିତାଙ୍କ ପରି ଦେଖାଯାଉଛନ୍ତି |
199,ସେ ସାଇକେଲ ଚଲାଇବାକୁ ଭଲ ପାଆନ୍ତି |
200,ସେ ଲାଲ୍ ସାର୍ଟ ପିନ୍ଧିଥିଲେ |
201,ସେ ବସିଗଲେ
202,ସେ କାମ ଶେଷ କରିବା ପାଇଁ ବିଳମ୍ବିତ ରାତିରେ ବସିଥିଲେ |
203,ସେ ନିଜ ନଖରେ ଭୂପୃଷ୍ଠକୁ ଉଖୁରେଇଥିଲେ
204,ସେ ତା ହାତକୁ ଜୋରରେ ଚିପିଦେଲା |
205,ସେ ଫଳ ଧୋଇବା ଆରମ୍ଭ କଲେ |
206,ସେ ଭାବିଲେ ମୁଁ ତାଙ୍କୁ ହତ୍ୟା କରିବି
207,ସେ କୁକୁରକୁ ପଥର ଫିଙ୍ଗିଲା |
208,ସେ ପୋଖରୀରେ ପଥର ଫିଙ୍ଗିଥିଲେ
209,ସେ ମୋତେ କହିଥିଲେ ଯେ ସେ ଶୀଘ୍ର ସହର ଛାଡି ଯାଉଛନ୍ତି
210,ସେ ଧୀର ଏବଂ ଯତ୍ନଶୀଳ ପଦକ୍ଷେପରେ ଚାଲିଲେ |
211,ସେ ଘଟଣାର କାରଣ ଜାଣିବାକୁ ଚାହୁଁଥିଲେ
212,ସେ ଜଣେ ଭଲ ସ୍ୱାମୀ ଥିଲେ
213,ସେ ବିଛଣାରେ ଶୋଇଥିଲେ
214,ସେ ଧୀରେ ଧୀରେ ଚାଲୁଥିଲେ
215,ସେ ନିଜ ଲୁହ ପୋଛିଦେଲା |
216,ସେ କାମ ଶେଷ କରିବା ପାଇଁ ବିଳମ୍ବିତ ରାତିରେ କାମ କରିଥିଲେ |
217,ତା’ର ପିଠି କାନ୍ଥରେ ଆଘାତ କଲା
218,ତାଙ୍କ ଭାଇ ଏତେ ଲମ୍ବା |
219,ତାଙ୍କ ପିତା ଭୟଭୀତ ଥିଲେ
220,ତାଙ୍କର କେଶ ଶୁଖିଲା |
221,ତା’ର କେଶ ଉକୁଣି ଦ୍ଵାରା ସଂକ୍ରମିତଅଟେ ଅଟେ |
222,ତା’ର ଚର୍ମ ବାଦାମୀ ରଙ୍ଗର |
223,ତା’ର ଚର୍ମ ସମ୍ପୂର୍ଣ୍ଣ ରୂପେ ଚିକ୍କଣ |
224,ତା’ର ଚର୍ମ ବାସ୍ତବରେ ଚିକ୍କଣ |
225,ତାର ଅଣ୍ଟା ବହୁତ ପତଳା ଥିଲା |
226,ତାଙ୍କ ପିଲାଟି ରାତିସାରା କାଶିଲା |
227,ତାଙ୍କର ହସ ଛୋଟ କିନ୍ତୁ ଜୋରରେ ଥିଲା |
228,ତାଙ୍କର ହାଣ୍ଡି ବହୁତ ଭାରୀ ଥିଲା |
229,ତୁମେ ଦଉଡିକୁ ଢିଲା କରି ଧର |
230,ମୁଁ ପାଣି ଭରିବାବେଳେ ଏହି ହାଣ୍ଡିକୁ ଧରି ରଖ |
231,ମୋ ପାଇଁ ଏହି ଦଉଡି ଧରି ରଖ |
232,ପହଁରିବା ସମୟରେ ନିଶ୍ୱାସ ଧରି ରଖନ୍ତୁ |
233,ଘୋଡା ଗାଡି ଟାଣି ନେଉଛି |
234,ଆପଣ କିପରି ଏହି ଉଚ୍ଚ ହେଜ୍ ଉପରେ ଡେଇଁବାକୁ ଯାଉଛନ୍ତି?
235,ଆପଣ କିପରି ଗାଈକୁ ବାନ୍ଧିବାକୁ ଯାଉଛନ୍ତି?
236,ତୁମେ କେମିତି ଅଛ ?
237,ହ୍ରଦ କେତେ ଗଭୀର?
238,ତୁମେ କେମିତି ରାନ୍ଧୁଛ?
239,ତୁମେ କିପରି ନଦୀ ପାର କଲ?
240,ତୁମେ କିପରି ପହଁରିବା ଶିଖିଲ?
241,ତୁମେ ଏହି ହାଣ୍ଡି କିପରି ତିଆରି କଲ?
242,ତୁମେ କିପରି ଏତେ ସୁନ୍ଦର ମାଟିପାତ୍ର ତିଆରି କରୁଛ |
243,ଆପଣ ଏଠାରୁ ବଜାରକୁ କିପରି ପହଞ୍ଚିବେ?
244,ତୁମେ ଏଠାରୁ ଅନ୍ୟ ଗାଁକୁ କିପରି ପହଞ୍ଚିବ?
245,ଆପଣ କେତେ ଦୂର ଯାଉଛନ୍ତି?
246,ବିଦ୍ୟାଳୟ ଏଠାରୁ କେତେ ଦୂର?
247,ତୁମର ସ୍ୱାସ୍ଥ୍ୟ କେମିତି ଅଛି?
248,ଆପଣଙ୍କ ପାଖରେ କେତୋଟି ଆତ ଅଛି?
249,ତୁମେ କେତେ ପାଇଲ?
250,ତୁମର ସହରକୁ ଯାତ୍ରା କିପରି ହେଲା?
251,ତୁମେ କିପରି ଏହି ଉଚ୍ଚ ପାଚିରୀ ଉପୁରୁ ଡେଇଁବ?
252,ସ୍ୱାମୀ ମସଲାଯୁକ୍ତ ଖାଦ୍ୟ ପସନ୍ଦ କରନ୍ତି ନାହିଁ |
253,ସ୍ୱାମୀ ବହୁତ ସାହାଯ୍ୟ କରନ୍ତି |
254,ମୁଁ ଜଣେ କୃଷକ
255,ମୁଁ କୁକୁରକୁ ଭୟ କରେ କାରଣ ଏହା ମୋତେ ଥରେ କାମୁଡି ଦେଲା |
256,ମୁଁ ସବୁବେଳେ ଯୁଦ୍ଧ ପାଇଁ ପ୍ରସ୍ତୁତ |
257,ମୁଁ ଥଣ୍ଡା ଏବଂ ଓଦା ଅଟେ |
258,ଗତ ରାତିରୁ ମୋର ଦାନ୍ତ ଯନ୍ତ୍ରଣା ହେଉଛି |
259,ଷ୍ଟେସନରେ ପହଞ୍ଚିବାକୁ ମୁଁ ତତ୍ପର ଅଟେ |
260,ମୁଁ ସହରକୁ ପହଞ୍ଚିବାକୁ ତତ୍ପର ଅଟେ |
261,ମୁଁ ଷ୍ଟେସନ ନିକଟରେ ଅଛି
262,ଫୁଲଟିକୁ ତୋଳିବାକୁ ମୁଁ ବହୁତ ଛୋଟ ଅଟେ
263,ତାଙ୍କ ଆଚରଣରେ ମୁଁ ବହୁତ କ୍ରୋଧିତ |
264,ମୁଁ କମ୍ବଳ ଭିତରେ ଗରମ |
265,ମୁଁ ତୁମକୁ ଲମ୍ବା ବାଡ଼ି ସଂଗ୍ରହ କରିବାକୁ କହିଲି |
