ID,Sentence
266,ମୁଁ ଜିଭକୁ ଦାନ୍ତରେ କାମୁଡି ଦେଲି
267,ମୁଁ ଦଶ ଟଙ୍କାରେ ସବୁକିଛି କିଣିଛି |
268,ଆଜି ରାତିର ଭୋଜନ ପାଇଁ ମୁଁ କିଛି ମାଂସ କିଣିଲି |
269,ମୁଁ ସେହି ମେଷଶାବକକୁ ମୋ ପୁଅ ପାଇଁ କିଣିଛି |
270,ମୁଁ ହାଣ୍ଡି ଭାଙ୍ଗିଲି |
271,ରାତିରେ ଘଟଣା ବିଷୟରେ ମୁଁ ଜାଣିଲି |
272,ଆସନ୍ତାକାଲି ପରେ ମୁଁ ଫେରି ଆସିପାରେ |
273,ମୁଁ ଯୁଦ୍ଧ ଓ ଶିକାର କରିପାରିବି |
274,ମୁଁ ତାଙ୍କୁ ଏକ ପୁତ୍ର ଦେଇପାରେ |
275,ମୁଁ ପବନରେ ଘଷି ହେଉଥିବା ପତ୍ରର ଶବ୍ଦ ଶୁଣିପାରେ |
276,ମୁଁ ଗଛରେ ରହି ପବନର ଶବ୍ଦ ଶୁଣିପାରେ |
277,ମୁଁ ଏ ପର୍ଯ୍ୟନ୍ତ ତୁମକୁ ଶୁଣିପାରୁ ନାହିଁ |
278,ମୁଁ ଏହି ଭାରୀ ବ୍ୟାଗକୁ ଧରିପାରୁ ନାହିଁ |
279,ମୁଁ ତା’ର ଦୁଃଖୀ ମୁହଁକୁ ଦେଖିପାରୁ ନାହିଁ |
280,ମୁଁ ଭଲ ଦେଖିପାରୁ ନାହିଁ |
281,ସେଠାରେ କ’ଣ ଲେଖା ହୋଇଛି ମୁଁ ଦେଖିପାରୁ ନାହିଁ |
282,ମୁଁ ବର୍ତ୍ତମାନ ଗୀତ ଗାଇ ପାରିବି ନାହିଁ
283,ମୁଁ ତାଙ୍କର ଖରାପ ଆଚରଣକୁ ସହ୍ୟ କରିପାରିବି ନାହିଁ |
284,ମୁଁ କାଦୁଅ ରାସ୍ତାରେ ଯାଇ ପାରିବି ନାହିଁ |
285,ମୁଁ ସେହି ଘରୁ ଧୂଆଁ ବାହାରୁଥିବା ଦେଖିପାରୁଛି |
286,ମୁଁ ଜଳୁଥିବା ବସ୍ତୁର ଗନ୍ଧ ବାରିପାରେ |
287,ମୁଁ ଦୂରରୁ ମଲ୍ଲୀ ଫୁଲର ବାସ୍ନା ବାରିପାରେ |
288,ମୁଁ ନଦୀ ପହଁରି ପାର ହୋଇପାରେ |
289,ମୁଁ ଭଲ ପହଁରି ପାରିବି |
290,ମୁଁ ଥଣ୍ଡା ଅନୁଭବ କଲି
291,ଆଜି ରାତିରେ ମୁଁ କୌଣସି ତାରା ଦେଖିପାରିଲି ନାହିଁ |
292,ମୁଁ ଗତକାଲି ସ୍କୁଲ ଯାଇ ନଥିଲି |
293,ମୁଁ କାଠପଥର ସହିତ କଥାବାର୍ତ୍ତା କଲି ନାହିଁ |
294,ମୁଁ ତୁମର ସାଧନ ସହିତ ଖେଳିଲି |
295,ମୁଁ ମାଂସ ଖାଏ ନାହିଁ
296,ମୁଁ ବିଦ୍ୟାଳୟକୁ ଯାଏ ନାହିଁ |
297,ଡକାୟତି ବିଷୟରେ ମୁଁ କିଛି ଜାଣେ ନାହିଁ |
298,ତୁମେ ଏଠାକୁ ଆସିବାକୁ ମୁଁ ପସନ୍ଦ କରେ ନାହିଁ |
299,ମୁଁ ମୋ ସ୍ତ୍ରୀକୁ ଭଲ ପାଏ ନାହିଁ
300,ମୁଁ ଓଦା ହେଲେ ମୋର କିଛି ଆପତ୍ତି ନାହିଁ |
301,ମୁଁ ରାତିରେ ଶୋଇ ନାହିଁ |
302,ମୁଁ ଭାବୁନାହିଁ ସେ ମୋତେ ପସନ୍ଦ କରନ୍ତି |
303,ମୁଁ ମୋର ଆଙ୍ଗୁଠି କାଟିବାକୁ ଚାହେଁ ନାହିଁ |
304,ମୁଁ କଳସୀ ବ| ମାଠିଆ ରୁ ପାଣି ପିଇଲି |
305,ମୃତ କୁକୁରକୁ କବର ଦେବା ପାଇଁ ମୁଁ ଏକ ଗାତ ଖୋଳିଲି
306,ମୁଁ ଭୟ କରୁଛି ଆଜି ରାତିରେ ଝଡ ଆସିବ |
307,ମୁଁ ଗୀତ ଗାଇବା ଭଳି ଅନୁଭବ କରୁଛି |
308,ଆଜି ରାତିରେ ମୁଁ ଗରମ ଅନୁଭବ କରୁଛି |
309,ମୁଁ ବହୁତ ଶୀଘ୍ର ଶୋଇପଡିଲି |
310,ଏହି ଖବର ପାଇ ମୁଁ ଖୁସି ଅନୁଭବ କଲି |
311,ମୁଁ ତରକାରୀରେ ଲୁଣ ପକାଇବାକୁ ଭୁଲିଗଲି |
312,ମୁଁ ଦୁଷ୍ଟ ପିଲାକୁ ଏକ ଭଲ ଧକ୍କା ଦେଲି |
313,ମୁଁ ବିଳମ୍ବିତ ରାତିରେ ଶୋଇବାକୁ ଯାଏ |
314,ମୁଁ ପୋଷାକ କିଣିବାକୁ ବଜାରକୁ ଯାଏ |
315,ଉପହାର ସ୍ୱରୂପ ମୁଁ ଏକ ସୁନ୍ଦର ସାରୀ ପାଇଲି |
316,ମୁଁ ଚିଠି ଲେଖି ଲେଖି ବିରକ୍ତ ହୋଇଗଲି |
317,କ୍ଷେତରେ କାମ କରିବାବେଳେ ମୁଁ ମୋ ହାତକୁ ବହୁତ ମଇଳା କରିଥିଲି |
318,ମୁଁ ମୋ ଆଖିରେ କିଛି ବାଲି ପାଇଲି |
319,ମୋର ଅସୁସ୍ଥତା ପରେ ମୁଁ ପତଳା ହୋଇଗଲି |
320,ମୁଁ ଏକ ନଦୀ ନିକଟରେ ବଡ ହୋଇଗଲି |
321,ଆଜି ମୋର ଟିକିଏ ଚାଉଳ ଥିଲା |
322,ମୁଁ ଏହି ମଇଳା କାମ କରିବାକୁ ଘୃଣା କରେ |
323,ମୁଁ ମିଛ କହୁଥିବା ଲୋକଙ୍କୁ ଘୃଣା କରେ
324,ମୋର ଜ୍ୱର ଅଛି
325,ତୁମକୁ କହିବାକୁ ମୋର ଏକ ଭଲ ଖବର ଅଛି |
326,ପାହାଡରେ ମୋର ଏକ ଘର ଅଛି |
327,ମୋର ଏକ ଲାଲ୍ ରଙ୍ଗର ଶାଢୀ ଅଛି |
328,ଡକାୟତି ବିଷୟରେ ମୋ ପାଖରେ ସମ୍ୟକ ସୂଚନା ଅଛି |
329,ମୋର ଚାରୋଟି ପିଉସୀ ଅଛନ୍ତି |
330,ମୁଁ ଘାସରେ ମୋର ଚାବି ହଜାଇଦେଇଛି|
331,ମୁଁ ପ୍ରକୃତରେ ପହଁରିବା ଶିଖିଛି |
332,ଡକାୟତି ବିଷୟରେ ମୋର କିଛି ସୂଚନା ଅଛି |
333,ମୋତେ ଏବେ ଯିବାକୁ ପଡିବ
334,ମୋର ଦୁଇଟି ଛୁରୀ ଏବଂ ଗୋଟିଏ ହାତୁଡ଼ି ଅଛି |
335,ମୁଁ ତାଙ୍କୁ କିଟ୍ ଉଡ଼ାଇବାରେ ସାହାଯ୍ୟ କଲି |
336,ମୁଁ ଆଶା କରୁଛି ଆସନ୍ତାକାଲି ସୂର୍ଯ୍ୟ କିରଣ ହେବ |
337,ମୁଁ ସଙ୍ଗେ ସଙ୍ଗେ ନିଆଁ ଜଳାଇଲି |
338,ମୁଁ ଗଛରୁ ଡେଇଁ ପଡି ତଳେ ପଡ଼ିଗଲି
339,ମୁଁ କେବଳ ପତଳା ପନିପରିବା ଫିଙ୍ଗି ଦେଲି |
340,ମୁଁ ଖରାପ ଲୋକଙ୍କୁ ହତ୍ୟା କରେ |
341,କାଗଜରେ କ’ଣ ଲେଖା ହୋଇଛି ମୁଁ ଜାଣେ |
342,ମୁଁ ଜାଣେ ତୁମେ କଣ କହୁଛ
343,ମୁଁ ଉଚ୍ଚ ଗଛ ଚଢ଼ିବାକୁ ପସନ୍ଦ କରେ |
344,ମୁଁ ନଦୀରେ ମାଛ ମାରିବାକୁ ପସନ୍ଦ କରେ |
345,ମୁଁ ଇନ୍ଦ୍ରଧନୁ ଦେଖିବାକୁ ପସନ୍ଦ କରେ |
346,ମୁଁ ଏଠାରେ ରହେ
347,ମୁଁ ଛୋଟ ଭଉଣୀ ସହିତ ଖେଳିବାକୁ ଭଲ ପାଏ |
348,ମୁଁ ବାଡ଼ିଟିକୁ ଭୁଲ ରେ ସାପ ବୋଲି ଭାବି ଦେଲି |
349,ମୋତେ କିଛି ପାଣି ଦରକାର |
350,କାନ୍ଥଟିକୁ ଧରି ରଖିବା ପାଇଁ ମୋର ଦୁଇଟି ବାଉଁଶ ଦରକାର |
351,ମୁଁ କେବେ ତମାଖୁ ଖାଇବାକୁ ପସନ୍ଦ କରେ ନାହିଁ |
352,ମୁଁ ଥରେ ମାତ୍ର ତମାଖୁ ସେବନ କରିଥିଲି |
353,ମୁଁ ଜଣେ ମହିଳା ଡାକ୍ତରଙ୍କ ସହ ପରାମର୍ଶ କରିବାକୁ ପସନ୍ଦ କରେ |
354,ମୁଁ ମୋ ମାଙ୍କୁ ସମ୍ମାନ କରେ
355,ମୁଁ କ୍ଷତ ଉପରେ କିଛି ମଲମ ଲଗାଈଲି |
356,ମୁଁ ବେଞ୍ଚ ଉପରେ ବସିଲି |
357,ମୁଁ ଚଟାଣରେ ବସି ପନିପରିବା କାଟିଲି |
358,ଆଜି ରାତିରେ ମୁଁ ଏକ ଉଜ୍ଜ୍ୱଳ ଚନ୍ଦ୍ର ଦେଖିଲି |
359,ମୁଁ ରଙ୍ଗ ର ଶାଢୀ ପିନ୍ଧିଥିବା ଜଣେ ମହିଳାଙ୍କୁ ଦେଖିଲି |
360,ମୁଁ ତାଙ୍କୁ ଅନ୍ୟ ଦିନ ମଧ୍ୟ ଦେଖିଲି |
361,ଗତ ମାସରେ ମୁଁ ତାଙ୍କୁ ଅନେକ ଥର ଦେଖିଲି |
362,ମୁଁ ତୁମକୁ ଗତକାଲି ଦେଖିଲି
363,ମୁଁ ଗତ ରାତିରେ ଭଲ ଶୋଇଥିଲି |
364,ମୁଁ ରାତିସାରା ରହିଲି
365,ମୁଁ ଗତକାଲି ବିଳମ୍ବିତ ରାତିରେ ରହିଲି |
366,ମୁଁ ଭାବୁଛି ସେ କିଛି କହିବାକୁ ଚେଷ୍ଟା କରୁଛନ୍ତି |
367,ମୁଁ ଭାବୁଛି ମସାଲାକୁ ଗ୍ରାଇଣ୍ଡ୍ କରିବା ଭଲ ହେବ |
368,ମୁଁ ଭାବୁଛି ସେ ଜଣେ ଭଲ ଝିଅ ଅଟେ |
369,ମୁଁ ଭାବୁଛି ଏକ ଛତା ନେବା ଭଲ |
370,ମୁଁ ଭାବୁଛି ତୁମେ ଭଲ କାମ କରୁଛ |
371,ମୁଁ ପକ୍ଷୀଟିକୁ ପଥର ଫିଙ୍ଗିଲି |
372,ମୁଁ ମୋର ଜୋତା ଫୋପାଡି ଦେଲି |
373,ମୁଁ ପଚା ପନିପରିବା ସବୁ ଫିଙ୍ଗି ଦେଲି |
374,ମୁଁ ଗାଈକୁ ଗଛରେ ଭଲ ଭାବରେ ବାନ୍ଧିଲି |
375,ମୁଁ ମୋ ଝିଅକୁ ବୁଲିବାକୁ ନେଇଗଲି |
376,ମୁଁ ନଦୀ କୂଳେ କୂଳେ ଚାଲିଲି |
377,ମୁଁ ଚାହୁଁଛି ଲାଲ୍ ଫୁଲ ହଳଦିଆ ନୁହେଁ |
378,ମୁଁ ଚନ୍ଦ୍ରକୁ ଯିବାକୁ ଚାହୁଁଛି |
379,ମୁଁ ମୋର ସାଙ୍ଗମାନଙ୍କ ସହିତ ଖେଳିବାକୁ ଚାହୁଁଛି |
380,ମୁଁ ଜଣେ ମହିଳା ଡାକ୍ତରଙ୍କ ସହ ପରାମର୍ଶ କରିବାକୁ ଚାହେଁ |
381,ମୁଁ ଗୁଣ୍ଡା/ଦୁବୃତ୍ତ ଦ୍ବାରା ମାଡ ଖାଇଲି |
382,ମୁଁ ଗୁଣ୍ଡା/ଦୁବୃତ୍ତ ଦ୍ବାରା ନିସ୍ତୁକ ଭାବରେ ମାଡ ଖାଇଲି |
383,ଛତା ଥାଇକି ବି ମୁଁ ଭିଜି ଗଲି |
384,ମୁଁ ମୋ ନିଜ ସାର୍ଟ ଧୋଇଲି |
385,ମୁଁ ଜୁଆରେ ସମସ୍ତ ଟଙ୍କା ନଷ୍ଟ କରିଥିଲି |
386,ମୋର ଚାରି ବର୍ଷ ବୟସରେ ମୁଁ ସେଠାକୁ ଯାଇଥିଲି |
387,ମୁଁ ପରେ ଫେରିବି
388,ମୁଁ ତୁମ ଆଗରେ ମରିବି
389,ମୁଁ ମୋ ହାତରୁ ମଇଳା ପୋଛି ଦେଲି |
390,ତୁମେ ମୋତେ କହିଥିଲେ ମୁଁ ଯାଇଥାନ୍ତି |
391,ମୁଁ ଗୋଟିଏ ଘରର ମାଲିକ ହେବାକୁ ଚାହେଁ |
392,ମୁଁ ତୁମକୁ କଦାପି ମାରିବି ନାହିଁ |
393,ମୁଁ ତୁମକୁ ହରାଇବା ଅପେକ୍ଷା ମରିବାକୁ ଚାହେଁ |
394,ଯଦି ସେ ମୋତେ ପଚାରନ୍ତି ମୁଁ ନିଶ୍ଚିତ ଭାବରେ ପୁରା କାହାଣୀ କହିବି |
395,ଯଦି ସେ ମୋତେ ପଚାରନ୍ତି ମୁଁ କାହାଣୀ କହିବି |
396,"ଯଦି ସେ ଆଗରୁ ଆସିଥାନ୍ତେ, ତେବେ ସେ ଚିଠିକୁ ଦେଖିଥାନ୍ତେ |"
397,ଯଦି ସେ ଆସିପାରିବ ତେବେ ସେ ଆସିବା ଉଚିତ୍ |
398,ଯଦି ସେ ଆଗରୁ ଆସିଥାନ୍ତେ ତେବେ ସେ ଚିଠି ଦେଖିଥାନ୍ତେ |
399,"ଯଦି ସେ ତାଙ୍କୁ ଅଧ୍ୟୟନ କରିଥାନ୍ତେ, ତେବେ ସେ ବର୍ତ୍ତମାନ ସୁଦ୍ଧା ଚାକିରି ପାଇଥାନ୍ତେ |"
400,"ଯଦି ସେ ଅଧ୍ୟୟନ କରିଥାନ୍ତେ, ତେବେ ସେ ଚାକିରି ପାଇଥାନ୍ତେ |"
401,"ଯଦି ସେ ନିଜକୁ କାଟିଦିଏ, ତେବେ ରକ୍ତସ୍ରାବ ହେବ |"
402,ଯଦି ତୁମେ ମୋତେ ମାରିବ ମୁଁ କାନ୍ଦିବି
403,ଯଦି ତୁମେ ମୋତେ ଟଙ୍କା ନ ଦିଅ ତାହା ହେଲେ ମୁଁ ସମସ୍ତଙ୍କୁ ଜଣାଇ ଦେବି |
404,"ଯଦି ତୁମେ ମୋତେ ମିଠା ନ ଦିଅ, ମୁଁ କାନ୍ଦିବି |"
405,ଯଦି ତୁମେ ମୋତେ ଟଙ୍କା ନ ଦିଅ ତାହା ହେଲେ ମୁଁ ସମସ୍ତଙ୍କୁ ଜଣାଇ ଦେବି |
406,"ଯଦି ତୁମେ ତାଙ୍କୁ ଛୁରାମାଡ଼ କର, ତୁମେ ଜେଲକୁ ଯିବ |"
407,ପୁରତାନ କାଳରେ ଲୋକ ମାନେ ଗଛର ଛେଲିରେ ଲେଖୁଥିଲେ |
408,ବର୍ଷା ହେଉଛି କି?
409,ଏହି ସେଓ ଗୁଡିକ ଲାଲ କି ?
410,ଘରେ ନିଆଁ ଲାଗିଛି କି?
411,ସ୍ଥାନଟି ଦୂର କି?
412,ଏହି ସ୍ଥାନଟି ତୁମ ଘର ପାଖରେ କି ?
413,ବର୍ଷା ଆରମ୍ଭ ହେଲା
414,ଘରେ ରହିବା ବହୁତ ଭଲ ଲାଗିଲା |
415,ନଖ ଭାଙ୍ଗିଗଲେ ଏହା ବହୁତ କଷ୍ଟ ଦିଏ |
416,ଆଜି ଏହା ଏକ ସ୍ୱଚ୍ଛ ଆକାଶ |
417,ଆଜି ଟିକେ ଥଣ୍ଡା |
418,ଏହା ସେହି ଗଛଠାରୁ ଅଳ୍ପ ଦୂରରେ |
419,ଆଜି କୁହୁଡି ହୋଇଛି
420,ଏହା କେବଳ ଏକ ଛୋଟ କଟା |
421,ଆଜି ସନ୍ଧ୍ୟାରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ରହିଛି
422,ଏହା ତୁମର ଦୋଷ ନୁହେଁ |
423,ଏହା କେବଳ ଏକ ସ୍କ୍ରାଚ୍ |
424,ବର୍ଷା ହେଉଛି
425,ମନ୍ଦିରକୁ ଯିବାର ସମୟ ଆସିଛି
426,ବାହାରେ ବହୁତ ଥଣ୍ଡା |
427,ଆଜି ଦିନଟି ଗରମ ଅଛି |
428,ରାତିରେ ବର୍ଷା ହୋଇପାରେ |
429,ଗତକାଲି ପ୍ରବଳ ବର୍ଷା ହୋଇଥିଲା
430,ବର୍ଷ ପରେ ବର୍ଷ ବିତିଯାଇଥିବା ପରି ଲାଗୁଛି |
431,ମଞ୍ଜି ଅଙ୍କୁରିତ ପାଇଁ ଏକ ସପ୍ତାହ ଲାଗିଲା |
432,ଏହା କେବଳ ଭଲ ମଜା ଥିଲା |
433,ଏହା କହିବା ବହୁତ କଷ୍ଟ ଯେ ସେ ମୋତେ କାହିଁକି ମିଛ କହିଲା |
434,କ୍ଷେତକୁ ହଳ କରିବାର ସମୟ ଆସିଗଲା |
435,ଆଜି ରାତିରେ ଥଣ୍ଡା ହେବ
436,ଏହି ରାସ୍ତା ନେବା ଭଲ ହେବ |
437,କେବଳ ବସି ଆରାମ କର |
438,ମଇଳା ପାତ୍ରଗୁଡିକ ସେଠାରେ ରଖନ୍ତୁ |
439,ପିଲାମାନେ ଫୁଲ ତୋଳିବାକୁ ପସନ୍ଦ କରନ୍ତି |
440,ମୋ ପାଇଁ ଗୋଟେ ସ୍ଵେଟର ହାତରେ ବୁଣି ଦିଅ|
441,ଲକ୍ଷ୍ମୀ ସୁନ୍ଦର କିନ୍ତୁ ମାନସିକ ବିକୃତିକ |
442,ଆମ୍ବ କୁ ଆଚାର ହେବାପାଇଁ ଶୁଖିବାକୁ ଦିଅ |
443,ଚାଲ ବସି ଆଲୋଚନା କରିବା |
444,ଚାଲ ଆମ ମଧ୍ୟରେ ଟଙ୍କା ବାଣ୍ଟିବା |
445,ଏହି ରୋଗକୁ କିପରି ନିୟନ୍ତ୍ରଣ କରାଯିବ ସେ ବିଷୟରେ ଚିନ୍ତା କରିବା |
446,ଚଳ ହ୍ରଦ ଆଡେ ବୁଲିଯିବା |
447,ଚାଲ ଟିକିଏ ଦୂର ପାଇଁ ଏକାଠି ଚାଲିବା |
448,ସିଂହଟି ଘଞ୍ଚ ବୁଦା ରେ ଅଦୃଶ ହୁଏ |
449,ସିଂହ ଏକ ଭୟଙ୍କର ପଶୁ
450,ଲମ୍ବା ବାଉଁଶ ସେଠାରେ ପଡ଼ି ରହିଥିଲା |
451,ସେହି ପର୍ବତକୁ ଦେଖ |
452,ଆକାଶକୁ ଦେଖ |
453,ସେହି କଳା ମେଘକୁ ଦେଖ |
454,ମଣିଷ କେବଳ ଥରେ ବଞ୍ଚେ |
455,ମନୋଜ ଆମ୍ବ କାଟିବା ସମୟରେ ନିଜ ଆଙ୍ଗୁଠି ଗୁଡିକ କାଟି ଦେଲେ |
456,ଅନେକ ମାଛ ମଧୁର ପାଣିରେ ବଞ୍ଚିପାରିବେ ନାହିଁ |
457,ଅନେକ ପିଲା ସେମାନଙ୍କ ପିତାମାତାଙ୍କୁ ହରାଇଲେ |
458,ଅନେକ ଲୋକ ଉକ୍ତ ସ୍ଥାନରେ ଏକତ୍ରିତ ହୋଇଥିଲେ
459,ମାମୁଁ ବହୁତ ସମୟ ଧରି ଗଛ ପାଖରେ ଠିଆ ହେଲେ |
460,ମୁଁ ନଦୀ ପାଖକୁ ଯାଇ ପାରେ କି?
461,ଆମେ ଭିତରକୁ ଆସିବା କି?
462,ମାଂସ ଧୀରେ ଧୀରେ ରନ୍ଧାଯାଏ |
463,ମାଂସ ଚୋବାଇବା କଷ୍ଟକର |
464,ମୀନା ପରିବାରର ପଞ୍ଚମ ସନ୍ତାନ |
465,ମୀନା ବସିଥିବା ବେଳେ ତାର ପିଠିକୁ ସିଧା କରିବସିଲା
466,ମୀନା ଜଣେ ଭଲ ପତ୍ନୀ ହେବେ |
467,ମୀନା ଏଠାରେ ରହିବେ |
468,ମନ୍ତ୍ରୀମାନେ ଦୁର୍ନୀତିଗ୍ରସ୍ତ କିନ୍ତୁ ସରପଞ୍ଚମାନେ ଦୁର୍ନୀତିଗ୍ରସ୍ତ ନୁହଁନ୍ତି |
469,ମୋହନ ଚୋର ବେକକୁ ଭାଙ୍ଗି ଦେଇଛନ୍ତି
470,ମୋହନଙ୍କର ଗୋଟିଏ ପଦଚାଳିତ ଦୁଈଚକିଆ ଯାନ ( ସାଈକେଲ) ଅଛି |
471,ମୋହନଙ୍କ ଝିଅ ଆପଣଙ୍କୁ ଡାକିବାକୁ ଆସିଥିଲେ |
472,ସେମାନଙ୍କ ମଧ୍ୟରୁ ଅଧିକାଂଶଙ୍କର ବାସକରିବାକୁ ଛୋଟ ଘର ଅଛି |
473,ମା ଆମ ଉପରେ ପାଟି କରିବାକୁ ପସନ୍ଦ କରନ୍ତି ନାହିଁ |
474,ମା ଶିଶୁକୁ ଖାଇବାକୁ ଦେଲେ |
475,ମା ସମସ୍ତଙ୍କୁ ଗୋଟିଏ ଗୋଟିଏ ଲଡୁ ଦେଲେ |
476,ମା ବହୁତ ଭଦ୍ର
477,ମା ନିଜ କେଶରେ ଫୁଲ ପିନ୍ଧିବାକୁ ଭଲ ପାଆନ୍ତି |
478,ମାଆ ଶିଶୁକୁ ଖାଇବାକୁ ଦେଲେ |
479,ମା କେବଳ ତେଜରାତି ଜିନିଷ ଦରକାର କରନ୍ତି |
480,ମା ମୋ ପାଇଁ ଏକ ସୁନ୍ଦର ଫ୍ରକ ସିଲେଈ କଲେ |
481,ମା ତାଙ୍କ ଝିଅ ପାଇଁ ରୋଷେଇ କରିବେ |
482,ମା ବର୍ତ୍ତମାନ ରୋଷେଇ କରିବେ |
483,ମୋର ମାଉସୀ ଜଙ୍ଗଲରେ ଏକ ଛାଇ ଦେଖିଲେ |
484,ମୋ ଭାଇ ଜଣେ ଶକ୍ତିଶାଳୀ ବ୍ୟକ୍ତି ହୋଇ ବଢ଼ିଲା |
485,ମୋର ପୋଷାକ ସବୁ ଓଦା |
486,ମୋ ଝିଅକୁ କୋଡ଼ିଏ ବର୍ଷ ବୟସ |
487,ମୋ ବାପା ଏହାକୁ ସହ୍ୟ କରିପାରିବେ ନାହିଁ |
488,ମୋ ବାପା ଆସବାବପତ୍ର ପସନ୍ଦ କରୁନଥିଲେ
489,ମହୁମାଛି କାମୁଡିବା ପରେ ମୋ ଆଙ୍ଗୁଠି ଫୁଲିଗଲା |
490,ମୋର ବନ୍ଧୁଙ୍କର ଏକ ଗୃହପାଳିତ କୁକୁର ଅଛି |
491,ମୋ ଜେଜେବାପା ତାଙ୍କ ଖାଦ୍ୟ ଧୀରେ ଧୀରେ ଖାଇଲେ
492,ମୋର ଦାନ୍ତ ମାଢି ଫୁଲି ଯାଇଛି |
493,କ୍ଷେତରେ କାମ କରିବା ସମୟରେ ମୋ ହାତ ଅପରିଷ୍କାର ହୋଇଗଲା |
494,ମୋର କୁକୁଡ଼ା ଅଣ୍ଡା ଦେଉଛି
495,ମୋର ଗୋଡରେ ଆଘାତ ଲାଗିଛି
496,ମା ବାଉଁଶ ବତାରେ ନିଆଁ ଲଗାଈଲେ |
497,ମୋ ମାଙ୍କର ତିନୋଟି ସେଟ୍ ଚୁଡି ଅଛି |
498,ମୋ ମା ଗୋଲ ଗୋଲ ରୋଟି ତିଆରି କଲେ |
499,ମୋ ମା କାହାକୁ ଆଘାତ କରିବେ ନାହିଁ |
500,ଅସୁସ୍ଥତା ହେତୁ ମା’ଙ୍କ ପେଟ ଫୁଲିଗଲା |
501,ମିଠା ଦେଖିବା ପରେ ମୋ ପାଟିରେ ପାଣି ଭରିଗଲା |
502,ମୋର ପାଟି ଶୁଖିଗଲା
503,ମୋର ପିତାମାତା ମୋତେ ଘରେ ରହିବାକୁ ବାଧ୍ୟ କରିଥିଲେ |
504,ମୋର ସାର୍ଟ ଏପର୍ଯ୍ୟନ୍ତ ଶୁଖିଲା ନାହିଁ |
505,ମୋ ସାଟ ତାଙ୍କ ସାର୍ଟ ଅପେକ୍ଷା ଧଳା ଅଟେ |
506,ମୋ ଭଉଣୀ ଚାଲି ଓ ଦୌଡ଼ି ପାରେ |
507,ମୋ ଭଉଣୀ ସାଇକେଲ ଚଳେଇବାକୁ ଡରୁଛନ୍ତି
508,ମୋ ଭଉଣୀ ଗୀତ ଗାଉଛନ୍ତି |
