ID,Sentence
509,ମୋ ଭଉଣୀ ମୋତେ କହିଥିଲେ ଯେ ଗତ ରାତିରେ ପ୍ରବଳ ବର୍ଷା ହୋଇଥିଲା
510,ମୋର ଚର୍ମ କୁଣ୍ଡେଇ ହୁଏ |
511,ମୋ ମାମୁଁ ବିଦ୍ୟାଳୟ ନିକଟରେ ରୁହନ୍ତି |
512,ମୋ ମାମୁଁ ତମାଖୁ ଚୋବାଈ ଛେପ ପକାଇଲେ |
513,ମୋର ସାନ ଭଉଣୀ ଗଛରୁ ଡେଇଁ ପଡି ତଳେ ପଡ଼ିଗଲା
514,ମୋର ସାନ ଭଉଣୀ ମୋତେ କହିଲା ଯେ ବର୍ଷା ହୋଇଛି
515,ନା ମା ଆସିଲେ ନା ମୋ ଭଉଣୀ
516,ନିଶା ଚାରୋଟି କୋଳି ଚାହୁଛି |
517,ଅନ୍ୟ କେହି ମରିବେ ନାହିଁ |
518,କୋଠରୀରେ ଅନ୍ୟ କୌଣସି ବ୍ୟକ୍ତି ପ୍ରବେଶ କରିନଥିଲେ
519,ଘରେ କେହି ନାହାଁନ୍ତି |
520,ଚନ୍ଦ୍ରର କେହି ମାଲିକ ନୁହଁନ୍ତି |
521,ତେଲ ପାଣି ଉପରେ ଭାସିବ |
522,ବୃଦ୍ଧ ଲୋକ ବାଡ଼ି ବିନା ଚାଲିପାରିବ ନାହିଁ |
523,ବୃଦ୍ଧ ଲୋକଟିର ମୋଟା ଦାଢି ଅଛି|
524,ଗୋଟିଏ ଝିଅ ପୁଅମାନଙ୍କ ବିରୋଧରେ ଏକାକୀ ଠିଆ ହେଲା |
525,ସମାବେଶକୁ କେବଳ ଅଳ୍ପ ଲୋକ ଆସିଥିଲେ
526,ଅନ୍ୟ ପଶୁମାନେ ରାତିରେ ଦେଖାଯାନ୍ତି |
527,ଯାତ୍ରା ପାଇଁ କିଛି ଖାଦ୍ୟ ପ୍ୟାକ୍ କରନ୍ତୁ |
528,ପଲ୍ଲୀ ର ସ୍ମରଣ ଶକ୍ତି କମ
529,କାଗଜ ସହଜରେ ନିଆଁକୁ ଆୟତ୍ତ କରେ |
530,ଲୁଣ ଟିକେ ବଢାଈ ଦିଅ ରାତିରେ |
531,ଜେଜେବାପା ବୁଲିବାକୁ ଯାଉଛନ୍ତି |
532,ଏଠାକାର ଲୋକମାନଙ୍କର ହୃଦୟ ଭଲ ଅଛି |
533,ଏଠାରେ ଲୋକମାନେ ପଶୁମାନଙ୍କୁ ଭଲ ପାଆନ୍ତି |
534,ଲୋକମାନେ ମନ୍ଦିର ବେଦୀ ଉପରେ ଫୁଲ ରଖନ୍ତି |
535,ଲୋକମାନେ ସେଠାକୁ ପୂଜା କରିବାକୁ ଗଲେ |
536,ଲୋକମାନେ ତୁମ ଗାଁ ବିଷୟରେ ପଚାରିବେ |
537,ଫୁଲୱାଣ୍ଟ ପକ୍ଷୀ ପରି ଖାଏ |
538,ବହି ଉଠାଇ ଟେବୁଲ ଉପରେ ରଖ |
539,ଦୟାକରି ମୋ ପାଇଁ ଏକ ସ୍ୱିଟର ବୁଣନ୍ତୁ |
540,ଦୟାକରି ତୁମେ ନିଜ ପାଇଁ ଏକ ସ୍ୱିଟର ବୁଣନ୍ତୁ |
541,ବାଡି ରେ ମୋତେ ଠେଲ |
542,ପ୍ରେମଲାଟା ଡାକ୍ତର ହେବା ପାଇଁ କଠିନ ପରିଶ୍ରମ କଲା |
543,ଏହାକୁ ଟାଣି ନିଅ |
544,ପାଚିଲା କେଶକୁ ବାହାର କର |
545,ବଟନ୍ କୁ ଦବାନ୍ତୁ |
546,ଶଗଡ ଗାଡିକୁ ଠେଲି ଦିଅ |
547,ପୁଷ୍ପା ବସ୍‌ରେ ଆମ୍ବ ଖାଇଥିଲେ
548,ପୁଷ୍ପା ପ୍ରତିଦିନ ଶୁଖିଲା ପତ୍ର ସଂଗ୍ରହ କରନ୍ତି |
549,ପୁଷ୍ପା ସାହାଯ୍ୟ କରିବେ କିନ୍ତୁ ରେଶମା ନୁହେଁ
550,କେଟଲିକୁ ନିଆଁରେ ରଖନ୍ତୁ |
551,ଗଛର ବକଳ ପଛରେ ହାତ ରଖ |
552,ବର୍ଷା ଏତେ ପ୍ରବଳ |
553,ବର୍ଷା ଜଳ ଛାତରୁ ଖସିଗଲା |
554,ରାଜେଶ ବଗିଚାରେ ପାଞ୍ଚଟି ଆମ୍ବ ଗଛ ପାଇଲେ
555,ରାଜେଶ ତାଙ୍କୁ ବାଡିରେ ପିଟିଥିଲେ
556,ରାଜୀବ ଗାନ୍ଧୀଙ୍କୁ ଏକ ବୋମା ଦ୍ୱାରା ହତ୍ୟା କରାଯାଇଥିଲା
557,ରାମ ଏବଂ ସୀତା ଦୁହେଁ ମେଲା ଦେଖିବାକୁ ଗଲେ |
558,ରାମ ଏବଂ ସୀତା ଦୁହେଁ ଫିଲ୍ମ ଦେଖିବାକୁ ଯାଇଥିଲେ
559,ରାମ ଆମ୍ବ କାଟିଲେ
560,ରାମ ଆମ୍ବ ଖାଉଛନ୍ତି
561,ରାମ ଭୋକିଲା ଅଛନ୍ତି
562,ଗତକାଲି ରାମ ତାଙ୍କ ମାଙ୍କୁ ଏକ ଚିଠି ଲେଖିଥିଲେ
563,ରମେଶ ଜଣେ ଜ୍ଞାନୀ ବ୍ୟକ୍ତି
564,ଗତ ବର୍ଷ ରମେଶ ତାଙ୍କର ପ୍ରିୟ ଜୀବନ ହରାଇଲେ |
565,ରମେଶ ଅନେକ ଥର ଭୁଲ କରିଥିଲେ
566,ରମେଶ ଗଛର ବକଳ ଛଡ଼େଇଲେ
567,ରାମଙ୍କ ସାର୍ଟ ନୀଳ ଅଟେ |
568,ଆସନ୍ତାକାଲି ରାମଙ୍କ ଭଉଣୀର ବିବାହ |
569,ରାମୁ ତାଙ୍କ ଘର ଗଛ ଉପରେ ନିର୍ମାଣ କରୁଛନ୍ତି
570,ରାମୁ ସାପକୁ ହତ୍ୟା କଲା
571,ରାଣା ଫଳ ଖାଇବାକୁ ପସନ୍ଦ କରନ୍ତି ନାହିଁ |
572,ରାବଣ ରାମଙ୍କ ସହ ଲଢେଇ କରିଥିଲେ
573,ଅକ୍ଷରକୁ ଉଚ୍ଚ ସ୍ୱରରେ ପଢନ୍ତୁ |
574,ନାଲି ଆପଲ ଗୁଡିକ ରସଯୁକ୍ତ ଅଟେ |
575,ନାଲି ରଙ୍ଗ ଏଠାରେ ଭଲ ଦେଖାଯିବ ନାହିଁ |
576,ଲାଲ୍-ଲାଲ୍ ଆପଲ୍ ଗୁଡିକ ରସଯୁକ୍ତ ଅଟେ |
577,ଚାଉଳ ଦକ୍ଷିଣ ଭାରତରେ ଖିଆଯାଏ |
578,ରିଚା ତାର ହାତରେ ଦଉଡିଟିକୁ ଜାବୁଡି ଧରିଲା
579,ହ୍ରଦ ଜଳ ଅପେକ୍ଷା ନଦୀ ଜଳ ପରିଷ୍କାର ଅଟେ
580,ନଦୀଗୁଡ଼ିକ ସମୁଦ୍ରକୁ ପ୍ରବାହିତ ହୁଏ |
581,ରୋହନଙ୍କ ନଦୀ ପାଖରେ ଏକ ବଡ଼ ଚାଷଜମି ଅଛି |
582,ଦଉଡି ନଡ଼ିଆ କତା ରୁ ତିଆରି ହୁଏ |
583,ଏପରି ଅମ୍ଳ ମାଟିରେ ଗୋଲାପ ଚେର ଧରିବ ନହିଁ |
584,ଗୋଲାକାର ଚନ୍ଦ୍ର ଉଜ୍ଜଳ ଭାବେ ରାତିରେ ଝଟକେ |
585,ମସଲାକୁ ଏକତ୍ର ଘଷନ୍ତୁ |
586,ସଲମା ସକାଳେ ଆମ୍ବ ଖାଇଥିଲେ
587,ରାନ୍ଧିବାରେ ଲୁଣ ବ୍ୟବହୃତ ହୁଏ |
588,ବିହନକୁ କ୍ଷେତର ସବୁ ଆଡେ ବୁଣନ୍ତୁ |
589,"ଦେଖ, ଲକ୍ଷ୍ମୀ ଗୀତ ଗାଉଛି"
590,ଘରକୁ ଉପଯୁକ୍ତ ଭାବେ ଦେଖାଶୁଣା କରନ୍ତୁ |
591,ବିହନ ଗଛରେ ପରିଣତ ହୁଏ |
592,ସାତ ବର୍ଷ ବିତିଗଲା |
593,ମୁଁ କାଲି ଆସିବି କି?
594,ସେ ବହୁତ କଷ୍ଟରେ ହସିବାକୁ ଚେଷ୍ଟା କଲା |
595,ସେ ଅସ୍ୱାସ୍ଥ୍ୟକର ଖାଦ୍ୟ ଖାଇ ଅସୁସ୍ଥ ହୋଇପଡିଥିଲେ
596,ସେ ଧୁଳି ସବୁ ସାଫା କଲା |
597,ସେ ସୁନ୍ଦର କପଡା ବୁଣନ୍ତି |
598,ସେ ମୋତେ ଚୋରି ପାଇଁ ଅଭିଯୋଗ କଲା |
599,ସେ ଟୋକେଇ ବିକ୍ରି କରି ବହୁତ ଟଙ୍କା ରୋଜଗାର କଲେ |
600,ସେ ବୁଲିବାକୁ ବାହାରିଛନ୍ତି
601,ତାଙ୍କର ସବୁଜ ଆଖି ଅଛି |
602,ତାଙ୍କର ଲମ୍ବା କଳା କେଶ ଅଛି |
603,ତାଙ୍କର ଓଦା କେଶ ଅଛି |
604,ତାଙ୍କର ବୟସ କୋଡ଼ିଏ ବର୍ଷ
605,ସେ ଖାଲି ସମୟରେ ବୁଣା କରିବାକୁ ପସନ୍ଦ କରନ୍ତି |
606,ସେ ଏକ ପଥର ଉଠାଇଲେ
607,ସେ ଶୋଇଥିବା ଘୁଷୁରିକୁ ଏକ ବାଡ଼ିରେ ଠେଲିଦେଲା |
608,ସେ କହିଲା ଯେ ତାକୁ ରୋଷେଇ କରିବାକୁ ଭଲ ଲାଗେ |
609,ସେ ପକ୍ଷୀ ପରି ଗାନ କରନ୍ତି
610,ସେ ଖାଇବା ସମୟରେ କଥା ହେଲା |
611,ସେ ତାଙ୍କୁ ହ୍ରଦକୁ ନେଇଗଲେ
612,ସେ ତାଙ୍କୁ ମାଡ ମାରିବାକୁ ଚାହିଁଲା |
613,ସେ ଲାଲ ରଙ୍ଗର ପୋଷାକ ପିନ୍ଧିଥିଲେ
614,ସେ ଲୁହ ପୋଛି ଦେଲା |
615,"ସେ କଠିନ ପରିଶ୍ରମ କରିଥିଲେ, ତଥାପି ସେ ବିଫଳ ହୋଇଥିଲେ"
616,ସେ ମୋତେ କେବେ ମିଛ କହିବ ନାହିଁ |
617,ସୀତାକୁ ଉଠାଇବାକୁ ସୀଲା ରତ୍ନାକୁ କହିଲା / ସୀଲା ରତ୍ନାକୁ କହିଲା ସୀତାକୁ ଉଠାଅ |
618,କବାଟ ବନ୍ଦ କର |
619,ଗୀତ ଗIଅ
620,ଭଉଣୀ କେବଳ ତାଙ୍କ ସାଙ୍ଗମାନଙ୍କ ସହିତ କିଣା କିଣି କରିବାକୁ ଯିବ |
621,ବସି ପଡ଼
622,ବର୍ତ୍ତମାନ ବସ |
623,ସୀତା ଏକ ପାଚିଲା ଆମ୍ବ ଖାଉଛନ୍ତି |
624,ସୀତା ଆଡେ ସାଡେ / ଏଠି ସେଠି ବୁଲିବାକୁ ଚାହେଁ |
625,ସୀତା ନିଜକୁ ଦର୍ପଣରେ ଦେଖିଲା |
626,ସୀତା କାରରେ ବାନ୍ତି କରନ୍ତି |
627,ଗରମ ବାଷ୍ପରୁ ଚର୍ମ ଜଳିଯାଏ |
628,ସାପ ଘାସଉପରେ (ଘଷିକରି) ଗଲା |
629,ଘାସରେ ସାପ ଲୁଚି ରହିଥିଲା
630,କେତେକ ପଶୁ ଗୃହପାଳିତ ପଶୁ ଅଟନ୍ତି |
631,କିଛି ପକ୍ଷୀ ବହୁତ ସୁନ୍ଦର ଅଟନ୍ତି |
632,କିଛି ପତ୍ର ଔଷଧ ପାଇଁ ବ୍ୟବହୃତ ହୁଏ |
633,କେତେକ ଗାଈ ବାଦାମୀ ରଙ୍ଗର ଅଟନ୍ତି
634,କିଛି ଲୋକ ଚା ପିଅନ୍ତି ନାହିଁ |
635,କିଛି ମୂଳ ଖାଇବା ଯୋଗ୍ୟ |
636,କିଛି ଗଛର ଛେଲି ବହୁତ ନିଦା (କଠିନ)|
637,କିଛି ଗଛ କେବେ ପାତ୍ର ଝଡନ୍ତି ନହିଁ |
638,କୌଣସି ନା କୌଣସି ଦିନ ସେ ମୋ ପାଖକୁ ଫେରି ଆସିବ |
639,ବର୍ଷା ଋତୁରେ ମଞ୍ଜି ଗୁଡିକ ବୁଣ |
640,ଘରଚଟିଆ ପୋକ ଖାଏ |
641,ଶୁଖିବା ପାଇଁ ପୋଷାକକୁ ଚିପୁଡ଼ି ଦିଅନ୍ତୁ |
642,ଡାଲିରେ ଲେମ୍ବୁ ଚିପୁଡ଼ି ଦିଅନ୍ତୁ |
643,ରସ ପାଇଁ ଆମ୍ବକୁ ଚିପୁଡ଼ି ଦିଅନ୍ତୁ |
644,କାନ୍ଥ ନିକଟରେ ଠିଆ ହୁଅ ଏବଂ ଉପରକୁ ଦେଖ ନାହିଁ |
645,ନିଜ ଆସନରୁ ଧୀରେ ଧୀରେ ଠିଆ ହୁଅ |
646,ସୂର୍ଯ୍ୟଙ୍କୁ ଚର୍ମରେ ଅନୁଭବ କରାଯାଇପାରେ |
647,ସୁରେଶ ମସଲାକୁ ହେମଦସ୍ତI ବ୍ୟବହାର କରି ଗୁଣ୍ଡ କଲେ
648,ତୁମର ଓଦା ପୋଷାକ କାଢି ଦିଅ |
649,ବାମ ପାର୍ଶ୍ୱରେ ରାସ୍ତା ନିଅନ୍ତୁ |
650,କ୍ଷେତ ଦେଇ କ୍ଷୁଦ୍ର ପଥ ନିଅନ୍ତୁ |
651,ଶିକ୍ଷକ ଆମକୁ କାନର କାର୍ଯ୍ୟ ବିଷୟରେ ଶିଖାଇଲେ |
652,ଅନୁଶାସନ ବଜାୟ ରଖିବା ପାଇଁ ଶିକ୍ଷକ ବାଡ଼ି ବ୍ୟବହାର କରିଥିଲେ |
653,ସେହି କଳାଟି ମୋର ଅଟେ |
654,ସେହି ବିଲେଇ ତୁମକୁ ରାମ୍ପୁଡ଼ି ଦବ |
655,ତାହା ହେଉଛି ଏକ କଦଳୀ ଗଛ |
656,ତାହା ଏକ ବଡ ପର୍ବତ |
657,ତାହା ହେଉଛି ଏକ ଆଦିବାସୀ ଉପନିବେଶ |
658,ତାହା ହେଉଛି ପାହାଡ ତଳେ ମୋର ଘର |
659,ତାହା ହେଉଛି ରମେଶଙ୍କ କୁକୁର
660,ବେଲୁନ୍ ବାୟୁରେ ଭାସିବାକୁ ଲାଗିଲା |
661,କଣ୍ଟାରେ ଟଙ୍ଗାଯାଇଥିବା ଟୋକେଇଟି ଖସିଗଲା |
662,ବଡ କୁକୁର ବିଲେଇକୁ ଗୋଡ଼ାଇଲା
663,ପକ୍ଷୀଟି ପୋଖରୀରୁ ଏକ ମାଛ ଧରିଲା |
664,ଏହା ଏକ ଘରଚଟିଆ ପକ୍ଷୀ |
665,ପକ୍ଷୀଟି ତାର ପକ୍ଷ ବିସ୍ତାର କଲା
666,ବହିଟି ଟେବୁଲ ଉପରେ ଅଛି |
667,ବୋତଲ ଭାଙ୍ଗିଗଲା |
668,ପାତ୍ରଟି ସମ୍ପୂର୍ଣ୍ଣ ରୂପେ ଗୋଲାକାର ଥିଲା |
669,ପିଲାଟି ଏକ କଦଳୀ ଖାଇଲା |
670,ପିଲାଟି କୂଅରେ ପଡ଼ିଗଲା
671,ପିଲାଟି ଖେଳୁଛି |
672,ପିଲାଟି ଏକ ବଲ ସହିତ ଖେଳୁଛି |
673,ପିଲାଟି ଭଲ ଖେଳିଲା |
674,ପିଲାଟି ପଥର ଫିଙ୍ଗିଲା
675,ଜ୍ୱରରେ ପୀଡିତ ପିଲାଟିର ଗତକାଲି ମୃତ୍ୟୁ ଘଟିଛି
676,ଏହି ବାଲଟି ରେ ପାଣି ରହି ପାରିବ ନହିଁ |
677,ଏହି ଶାଗବିଡା ବହୁତ ମୋଟ |
678,ମୋଚି ମେଣ୍ଢା ର ଅନ୍ତନାଡି ବାହାର କରି ଦେଲା
679,ବିଲେଇଟି ନିଆଁ ପାଖରେ ଅଛି |
680,ବିଲେଇ ସୂର୍ଯ୍ୟକିରଣରେ ଶୋଇଛି
681,ସଁଅବାଲୁଆ ଟି ଗାଢ଼ ସବୁଜ ରଙ୍ଗର ଥିଲା
682,କୁକୁଡ଼ାମାନେ ବହୁତ ଛୋଟ |
683,ପିଲାଟି ତାଙ୍କ ଭଉଣୀକୁ ଆଘାତ କରିନଥିଲା
684,ପିଲାଟି ଏକ ଗ୍ଲାସ କ୍ଷୀର ପିଇଲା |
685,ଫୁଟପାଥରେ ଯିବାବେଳେ ପିଲାଟି ତଳେ ପଡ଼ିଯାଇଥିଲା
686,ପିଲାଟି ଚାଲିବା ସମୟରେ ତଳେ ପଡ଼ିଯାଇଥିଲା।
687,ପିଲାଟି ନିର୍ଦ୍ଦୋଷ |
688,ପିଲାଟି ପୋଖରୀ ଉପରେ ଚଢ଼ିଗଲା |
689,ପିଲାମାନେ ଆମ୍ବକୁ ଛୁରୀରେ କାଟି ଦେଇଥିଲେ
690,କପଡା ବହୁତ ମୋଟା |
691,ମେଘ ଅନ୍ଧାର ହୋଇଯାଉଛି |
692,ମେଘ ସୂର୍ଯ୍ୟଙ୍କୁ ଲୁଚାଇଲା
693,ପାତ୍ରଟି ମୋ ମୁଣ୍ଡରେ ପଡିଗଲା
694,କପା ପବନରେ ଉଡି ଆସିଲା |
695,ଗାଈ ର ଏକ ଭଙ୍ଗା ଶିଙ୍ଗ ଅଛି |
696,ପରଦାଟି ନିଆଁକୁ ଆୟତ୍ତ କରିଥିଲା
697,କଟାଟି ଫୁଲିପାରେ |
698,ଡେସ୍କଟି ଧୂଳିରେ ଆଚ୍ଛାଦିତ |
699,ଡାକ୍ତର ଅସୁସ୍ଥତା ନିଶ୍ଚିତ କଲେ |
700,କୁକୁରଟି ପୋଖରୀରେ ଭାସୁଛି
701,କୁକୁରଟି ଖୁସିରେ ତା ଲାଞ୍ଜ ହଲାଉଛି |
702,କୁକୁରଟି ଖୁସିରେ ତା ଲାଞ୍ଜ ହଲାଉଛି |
703,କୁକୁର ଭୁକିବାରେଙ୍କ ଝିଅ ପାଇଁ ରୋଷେଇ କରିବେ |
704,ଦ୍ଵାରଟି ସଂକୀର୍ଣ୍ଣ ଅଟେ |
705,ଦ୍ଵାରଟି ଏହାର ଉଚ୍ଚତା ଅନୁପାତରେ ସଂକୀର୍ଣ୍ଣ ଅଟେ |
706,ପୃଥିବୀ ଗୋଲାକାର |
707,ପୃଥିବୀ ଘୂର୍ଣ୍ଣନ କରେ |
708,ହାତୀ ଛୁଆଟି ନିଜ ମା ସହିତ ଖେଳିଲା |
709,ଖସିପଡିଥିବା ଲୋକଟି ଦଉଡିଟିକୁ ଧରିଥିଲା
710,ବାପା ପିଲାମାନଙ୍କ ପାଇଁ ଖେଳନା କିଣିଥିଲେ |
711,ପରଟି ବହୁତ ହାଲୁକା |
712,ଜ୍ୱରଟି ଶୀଘ୍ର ଭାଲାହୋଇ ଯିବ |
713,ଜ୍ୱରର ବାଳକଟି ମରିଗଲା
714,ପ୍ରଥମ ଦଉଡି କାଟି ଦିଆଗଲା |
715,ମାଛଟି ପଚା ଅଟେ |
716,ଫୁଲର ପୁଷ୍ପଗୁଡ଼ିକ ବହୁତ ଚିକ୍କଣ |
717,କୁହୁଡିଟି ଅଦୃଶ୍ୟ ହେବା ଆରମ୍ଭ ହେଲା |
718,କୁହୁଡି ପତଳା ହେବାକୁ ଲାଗୁଛି
719,ସକାଳେ କୁହୁଡି ଘନ ହୋଇଯାଇଥିଲା
720,ଖାଦ୍ୟଟି ଥଣ୍ଡା ଅଟେ |
721,ଖାଦ୍ୟଟି ଖାଇବାକୁ ଅତ୍ୟଧିକ ଗରମ ଅଟେ |
722,କଦଳୀ ପତ୍ରରେ ଖାଦ୍ୟ ପରିବେଷଣ କରାଯାଉଥିଲା |
723,ଏହି ଖାଦ୍ୟ ପିଲା ଖାଇବ ନାହିଁ |
724,ପିଲାଟି ଶୀଘ୍ର ଶୀଘ୍ର ଖାଦ୍ୟ ଖାଇବା ଉଚିତ ନୁହେଁ |
725,ଜଙ୍ଗଲ ମାଇଲ୍ ମାଇଲ୍ ପର୍ଯ୍ୟନ୍ତ ବ୍ୟାପିଛି |
726,ଜଙ୍ଗଲ ଥଣ୍ଡା ଏବଂ ଛାଇ ଜଣାପଡୁଥିଲା |
727,ଜଙ୍ଗଲ ଅଧିକାରୀ କାଠକଟାଳିକୁ ଗଛ କାଟିବାରେ ଲାଗିଛନ୍ତି |
728,ଗଙ୍ଗା ଜଳ ସବୁଠାରୁ ଶୁଦ୍ଧ ଅଟେ |
729,ଝିଅଟି ଖାଇ ସାରିଥିଲା
730,ମୋ ଛାତିରୁ ଗୋଟେ ଭାରୀ ଭାର ଉଠି ଗଲା |
731,ଏଠାରେ ପାଖରେ ଏକ ଡାକ୍ତରଖାନା ଅଛି |
732,ଘରଟି ନିଆଁରେ ଜଳି ପାଉଁଶ ହୋଇଗଲା |
733,ଟାଙ୍ଗିଆ ଟୋକେଇ ତଳେ ପଡ଼ିଗଲା
734,ସ୍ୱାମୀ ଜଙ୍ଗଲରୁ କାଠ ଆଣିଥିଲେ
735,ବରଫ ବହୁତ ମୋଟା ଅଟେ |
736,ବରଫ ସୂର୍ଯ୍ୟକିରଣରେ ତରଳି ଗଲା |
737,ବରଫ ଶୀଘ୍ର ଲୋପ ପାଇବ |
738,ନିରୀହ ପିଲା
739,ହ୍ରଦ ଏଠାରେ ଗଭୀର ଅଟେ |
740,ହ୍ରଦ / ପୋଖରୀ ଏଠାରେ ଗଭୀର |
741,ପତ୍ରଗୁଡ଼ିକ ଶରତରେ ଗଛରୁ ଖସିଯାଏ |
742,ଛୋଟ ପିଲାଟି ଏକ ମାଛ ଧରିଲା |
743,ମନୁଷ୍ୟ ଅଜ୍ଞ ଅଟେ |
744,ବ୍ୟକ୍ତି ଜଣକ ତାଙ୍କୁ ନଦୀରେ ଡେଇଁବାକୁ ଅଟକାଇଲେ
745,ଲୋକଟି କୋଠରୀ ଭିତରକୁ ଗଲା
746,ଭୋଜନ ଥଣ୍ଡା ହୋଇଗଲା |
747,ଆଜି ରାତିରେ ଚନ୍ଦ୍ର ଏବଂ ତାରାମାନେ ସ୍ପଷ୍ଟ ଭାବରେ ଦେଖାଯାଈ ଥିଲେ |
748,ଚନ୍ଦ୍ର ବାହାରିଛି
749,ଚନ୍ଦ୍ର ମେଘ ପଛରେ ଅଛି |
750,ଚନ୍ଦ୍ର ଉଜ୍ଜ୍ୱଳ ଅଟେ
751,ଚନ୍ଦ୍ର ଉଜ୍ଜ୍ୱଳ |
752,ମା ଟି ସ୍ନେହ ର ସହିତ ପିଲାମାନଙ୍କୁ ବଢାଇ ଥିଲେ |
753,ପର୍ବତଗୁଡିକ ସୁନ୍ଦର ଦେଖାଯାଉଥିଲା |
754,ନୂଆ ଜୋତା ମୋ ପାଇଁ ଛୋଟ |
755,ବୃଦ୍ଧ ହାତୀଟି ମରି ନାହିଁ
756,ବୃଦ୍ଧ ହାତୀର ମୃତ୍ୟୁ ଘଟିଛି
757,ବୃଦ୍ଧ ଜଣକ ବାଡ଼ି ବ୍ୟବହାର କରି ଚାଲନ୍ତି
758,ମୟୂରର ସୁନ୍ଦର ପୁଚ୍ଛ ଅଛି |
759,ସ୍ଥାନଟି ବହୁତ ଦୂରରେ ନୁହେଁ |
760,ପୋଖରୀ ଶୁଖି ଯାଇଛି
761,ପୋଖରୀଟି ସମ୍ପୂର୍ଣ୍ଣ ରୂପେ ବରଫ ହୋଇଯାଇଥିଲା |
762,ନାଲି ପକ୍ଷୀ ଶୀଘ୍ର ଉଡିଗଲା |
763,ଚୂନା ବହୁତ ଶୁଖିଲା ଅଟେ |
764,ନଦୀ ବହୁତ ଦ୍ରୁତ ଗତିରେ ପ୍ରବାହିତ ହେଉଛି |
765,ନଦୀ ପଶ୍ଚିମ ଦିଗକୁ ପ୍ରବାହିତ ହେଉଛି
766,ନଦୀ ବହୁତ ପ୍ରଶସ୍ତ |
767,ନଦୀ ଜଳ କାଦୁଅରେ ପରିଣତ ହୋଇଛି
768,କାରଗୁଡିକ ପାଇଁ ରାସ୍ତା ବହୁତ ସଂକୀର୍ଣ୍ଣ |
769,ରାସ୍ତାଟି ବହୁତ ଖରାପ ଥିଲା |
770,କୋଠରୀଟି ଗରମ ଥିଲା
771,ରୋଟି ଗରମ ଏବଂ ନରମ ଅଟେ |
772,ଆଜି ସମୁଦ୍ରରେ ବହୁତ ଉଚ୍ଚ ତରଙ୍ଗ ଥିଲା |
773,ଆଜି ସମୁଦ୍ର ଶାନ୍ତ ଅଛି |
774,ସମୁଦ୍ର ଗଭୀର ନୀଳ ରଙ୍ଗର |
775,ସମୁଦ୍ରର ଜଳ ଲୁଣିଆ |
776,ଭଉଣୀଟି ଛୋଟ ଭାଇକୁ ଶୁଆଈ ଦେଉଛି |
777,ଆକାଶ ନୀଳ |
778,ଆକାଶ ତାରାଗୁଡ଼ିକରେ ପରିପୂର୍ଣ୍ଣ |
779,ଆଜି ଆକାଶ ବହୁତ ସ୍ୱଚ୍ଛ |
780,ଗତକାଲି ଆକାଶ ସ୍ପଷ୍ଟ ହୋଇଥିଲା
